Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2022/23,Crystal Palace,Noah Johnson,Defender,35,2380,11,5
2022/23,Crystal Palace,Chris Thompson,Forward,10,730,5,11
2022/23,Crystal Palace,Liam Brown,Defender,19,1235,8,10
2022/23,Crystal Palace,John Martin,Defender,25,1650,12,13
2022/23,Crystal Palace,Ethan Allen,Defender,19,1292,22,4
2022/23,Everton,Ben Garcia,Midfielder,13,1144,19,8
2022/23,Everton,Ben King,Defender,6,480,5,5
2022/23,Everton,Liam Allen,Midfielder,9,657,0,5
2022/23,Everton,Ben King,Midfielder,33,2838,8,1
2022/23,Everton,Mason Harris,Defender,10,680,9,8
2022/23,Everton,Aaron King,Midfielder,31,2790,24,15
2022/23,Everton,Chris Thomas,Forward,26,2002,21,4
2022/23,Everton,Tom Thomas,Defender,38,3610,4,15
2022/23,Everton,Jack Anderson,Midfielder,7,434,9,8
2022/23,Everton,Chris Thompson,Midfielder,8,680,17,1
2022/23,Everton,Tom Clark,Defender,32,2624,7,9
2022/23,Everton,Ryan Brown,Forward,5,400,16,5
2022/23,Everton,Leo Lewis,Defender,27,2187,17,0
2022/23,Everton,Ethan Anderson,Forward,29,2320,20,6
2022/23,Everton,Michael Garcia,Midfielder,23,2024,2,9
2022/23,Everton,Oscar King,Midfielder,37,3330,18,7
2022/23,Everton,Ryan Allen,Forward,13,1157,17,14
2022/23,Everton,Luke Anderson,Defender,33,2706,5,2
2022/23,Fulham,David Johnson,Midfielder,24,1584,22,12
2022/23,Fulham,James Walker,Forward,20,1700,25,14
2022/23,Fulham,Mason Scott,Forward,28,2184,14,2
2022/23,Fulham,John Walker,Defender,36,2880,23,12
2022/23,Fulham,Mason Brown,Forward,38,3420,16,9
2022/23,Fulham,Leo Scott,Defender,35,3080,8,2
2022/23,Fulham,Daniel Taylor,Midfielder,31,2015,22,3
2022/23,Fulham,Oscar Anderson,Midfielder,5,345,12,14
2022/23,Fulham,Daniel Harris,Midfielder,14,952,0,4
2022/23,Fulham,Chris Harris,Defender,20,1560,25,13
2022/23,Fulham,Aaron Johnson,Midfielder,32,2592,5,9
2022/23,Fulham,Chris Johnson,Defender,29,2755,22,14
2022/23,Fulham,Daniel Clark,Defender,20,1380,2,2
2022/23,Fulham,Ethan White,Defender,9,648,23,3
2022/23,Fulham,Liam White,Forward,27,2133,24,0
2022/23,Fulham,John Jackson,Midfielder,11,1012,12,14
2022/23,Fulham,Michael King,Defender,7,476,10,3
2022/23,Fulham,Leo Young,Forward,19,1596,8,9
2022/23,Leicester,Liam Thomas,Forward,21,1869,1,4
2022/23,Leicester,Alex Walker,Forward,38,3306,6,10
2022/23,Leicester,John Johnson,Midfielder,34,2618,22,9
2022/23,Leicester,Ethan Garcia,Defender,34,2550,9,1
2022/23,Leicester,Alex Smith,Forward,14,854,14,4
2022/23,Leicester,Daniel Garcia,Midfielder,12,732,20,0
2022/23,Leicester,James Martin,Midfielder,32,2592,0,8
2022/23,Leicester,Luke Anderson,Midfielder,13,1001,6,1
2022/23,Leicester,Oscar White,Forward,10,680,24,9
2022/23,Leicester,Aaron Martin,Midfielder,7,609,16,5
2022/23,Leicester,James Young,Forward,25,2275,17,11
2022/23,Leicester,Ben Scott,Defender,6,570,16,10
2022/23,Leicester,Luke Scott,Defender,21,1575,21,5
2022/23,Leicester,Noah Lewis,Defender,16,1280,16,0
2022/23,Leicester,John Harris,Defender,35,2240,4,7
2022/23,Leicester,Luke Garcia,Defender,35,2415,17,10
2022/23,Leicester,Luke Allen,Forward,38,3382,7,15
2022/23,Leicester,John Clark,Defender,35,2345,18,14
2022/23,Liverpool,Harry White,Defender,36,2556,1,8
2022/23,Liverpool,Noah Martin,Defender,28,2660,23,4
2022/23,Liverpool,John Jackson,Defender,33,2277,15,12
2022/23,Liverpool,Noah Scott,Midfielder,32,2592,18,5
2022/23,Liverpool,Daniel Walker,Defender,15,930,21,2
2022/23,Liverpool,Chris Clark,Defender,26,1898,21,8
2022/23,Liverpool,Luke Garcia,Defender,30,2490,16,13
2022/23,Liverpool,Luke Walker,Midfielder,37,3293,16,8
2022/23,Liverpool,Jack Thomas,Defender,33,2739,9,11
2022/23,Liverpool,Ethan Hall,Defender,37,2479,23,2
2022/23,Liverpool,Jack Taylor,Midfielder,36,3024,16,2
2022/23,Liverpool,John Brown,Forward,5,340,13,0
2022/23,Liverpool,Noah Thomas,Forward,21,1953,14,1
2022/23,Liverpool,Chris Jackson,Forward,16,1056,24,1
2022/23,Liverpool,David Thomas,Forward,19,1615,12,6
2022/23,Liverpool,Ryan Young,Forward,33,3003,13,11
2022/23,Liverpool,Jack Martin,Midfielder,19,1577,17,12
2022/23,Liverpool,Jack Harris,Forward,13,1235,11,15
2022/23,Man City,Ben Taylor,Midfielder,9,828,8,13
2022/23,Man City,Luke Clark,Midfielder,35,2835,25,0
2022/23,Man City,Chris Martin,Forward,12,1056,21,1
2022/23,Man City,Ryan Clark,Defender,24,1872,7,15
2022/23,Man City,Harry Smith,Midfielder,9,585,23,2
2022/23,Man City,Jack Smith,Midfielder,22,1848,16,12
2022/23,Man City,Daniel Garcia,Defender,30,2700,5,0
2022/23,Man City,Oscar White,Midfielder,10,660,13,12
2022/23,Man City,Jack Hall,Defender,16,1408,14,1
2022/23,Man City,Ethan Lewis,Defender,25,2050,8,5
2022/23,Man City,Mason Martin,Defender,21,1281,6,8
2022/23,Man City,Liam Harris,Defender,24,1752,15,1
2022/23,Man City,Ben Walker,Midfielder,19,1387,13,11
2022/23,Man City,Daniel Anderson,Defender,30,2520,7,6
2022/23,Man City,Liam White,Defender,30,2490,2,15
2022/23,Man City,Oscar Garcia,Midfielder,34,2686,6,9
2022/23,Man City,John White,Forward,11,1012,11,14
2022/23,Man City,Ryan Martin,Defender,15,1125,20,8
2022/23,Man United,James Jackson,Defender,12,828,21,9
2022/23,Man United,Noah Allen,Forward,29,2146,15,15
2022/23,Man United,Ethan Brown,Defender,7,532,17,7
2022/23,Man United,James Thomas,Forward,8,488,20,6
2022/23,Man United,Aaron Clark,Midfielder,19,1501,22,5
2022/23,Man United,Daniel King,Midfielder,22,1980,1,11
2022/23,Man United,John Johnson,Forward,5,375,18,2
2022/23,Man United,John Smith,Midfielder,5,380,21,6
2022/23,Man United,Noah Harris,Midfielder,34,2550,5,15
2022/23,Man United,Daniel Hall,Midfielder,8,752,7,6
2022/23,Man United,Tom Young,Forward,25,1925,4,10
2022/23,Man United,Liam Hall,Forward,24,2184,25,14
2022/23,Man United,Oscar King,Midfielder,23,2070,9,15
2022/23,Man United,Luke Martin,Midfielder,27,2079,23,7
2022/23,Man United,Tom King,Midfielder,36,3168,6,15
2022/23,Man United,Leo Lewis,Forward,31,1891,8,3
2022/23,Man United,Liam Thompson,Defender,37,3293,8,2
2022/23,Man United,Ben Clark,Forward,14,1036,7,7
2022/23,Newcastle,Chris Allen,Defender,26,1768,7,15
2022/23,Newcastle,Ethan Smith,Midfielder,26,2340,6,7
2022/23,Newcastle,David Johnson,Defender,12,840,6,7
2022/23,Newcastle,Ben Brown,Midfielder,19,1463,6,14
2022/23,Newcastle,Harry Walker,Forward,29,2494,16,0
2022/23,Newcastle,Alex Clark,Forward,30,2580,14,6
2022/23,Newcastle,Aaron Jackson,Midfielder,38,2280,10,7
2022/23,Newcastle,Ethan Garcia,Midfielder,9,738,13,1
2022/23,Newcastle,Aaron Anderson,Defender,15,1110,9,1
2022/23,Newcastle,Ethan Hall,Midfielder,6,570,25,7
2022/23,Newcastle,Ethan Johnson,Forward,14,1302,11,3
2022/23,Newcastle,Noah Taylor,Defender,37,2516,7,15
2022/23,Newcastle,Aaron Thompson,Midfielder,16,1504,7,1
2022/23,Newcastle,Harry Garcia,Forward,26,1846,0,4
2022/23,Newcastle,Luke Smith,Forward,10,710,15,13
2022/23,Newcastle,John Smith,Forward,30,2370,24,14
2022/23,Newcastle,Aaron Scott,Midfielder,31,2883,11,0
2022/23,Newcastle,Chris Jackson,Forward,26,1638,15,0
2022/23,Norwich,Mason Martin,Defender,14,882,25,5
2022/23,Norwich,Noah Martin,Forward,19,1558,2,4
2022/23,Norwich,Aaron Brown,Forward,34,2550,24,10
2022/23,Norwich,Mason Lewis,Forward,21,1680,14,14
2022/23,Norwich,Noah Thompson,Midfielder,30,2430,8,11
2022/23,Norwich,Noah Clark,Midfielder,28,2408,9,14
2022/23,Norwich,Tom Anderson,Midfielder,21,1512,21,6
2022/23,Norwich,Ryan Garcia,Defender,8,512,5,5
2022/23,Norwich,James Anderson,Defender,32,2432,0,13
2022/23,Norwich,Luke Johnson,Defender,31,1891,2,7
2022/23,Norwich,John Scott,Midfielder,10,870,24,6
2022/23,Norwich,Ethan Martin,Forward,5,395,5,12
2022/23,Norwich,Alex Garcia,Defender,8,504,21,13
2022/23,Norwich,Liam Brown,Forward,21,1302,7,13
2022/23,Norwich,Noah Lewis,Midfielder,7,651,2,14
2022/23,Norwich,Leo King,Midfielder,32,2816,25,13
2022/23,Norwich,Tom Harris,Midfielder,36,2448,24,2
2022/23,Norwich,Harry Harris,Forward,26,1794,20,7
2022/23,Southampton,Mason Young,Defender,5,405,7,4
2022/23,Southampton,Chris Brown,Midfielder,21,1785,3,14
2022/23,Southampton,James Jackson,Forward,13,1209,9,4
2022/23,Southampton,Leo Clark,Forward,10,750,20,8
2022/23,Southampton,Tom Martin,Midfielder,28,2464,25,10
2022/23,Southampton,Daniel White,Forward,18,1656,22,11
2022/23,Southampton,James Hall,Defender,24,1872,4,9
2022/23,Southampton,Tom White,Defender,21,1491,24,8
2022/23,Southampton,Oscar Taylor,Forward,29,2755,6,4
2022/23,Southampton,Jack Allen,Defender,13,832,9,7
2022/23,Southampton,Daniel Anderson,Defender,22,1364,2,8
2022/23,Southampton,Oscar Harris,Midfielder,11,1023,3,10
2022/23,Southampton,Mason Young,Midfielder,9,567,18,15
2022/23,Southampton,Jack Walker,Forward,12,840,8,14
2022/23,Southampton,Ryan Smith,Defender,38,2356,21,10
2022/23,Southampton,Leo Johnson,Defender,31,2480,19,12
2022/23,Southampton,Luke Walker,Defender,18,1692,12,3
2022/23,Southampton,Noah Lewis,Defender,24,1560,20,11
2022/23,Tottenham,Liam Garcia,Forward,17,1139,1,1
2022/23,Tottenham,Alex Jackson,Forward,5,315,9,14
2022/23,Tottenham,Mason Young,Forward,6,474,17,6
2022/23,Tottenham,Alex Smith,Midfielder,9,585,0,2
2022/23,Tottenham,Alex Lewis,Forward,22,1760,0,6
2022/23,Tottenham,Chris Clark,Forward,34,2890,0,13
2022/23,Tottenham,Aaron King,Midfielder,5,430,20,15
2022/23,Tottenham,Aaron Martin,Midfielder,26,1872,10,4
2022/23,Tottenham,Ethan Jackson,Midfielder,36,2556,6,6
2022/23,Tottenham,Mason Walker,Forward,9,819,12,7
2022/23,Tottenham,Daniel Harris,Forward,19,1425,3,2
2022/23,Tottenham,John King,Defender,11,814,14,1
2022/23,Tottenham,Daniel Walker,Defender,22,1364,19,10
2022/23,Tottenham,Aaron Walker,Defender,30,1860,21,3
2022/23,Tottenham,James Brown,Forward,5,355,10,2
2022/23,Tottenham,David Scott,Defender,18,1512,1,12
2022/23,Tottenham,Oscar Anderson,Midfielder,31,2325,9,9
2022/23,Tottenham,John Walker,Midfielder,34,2550,17,7
2022/23,West Ham,Ben White,Forward,5,410,11,13
2022/23,West Ham,Leo Scott,Defender,5,425,15,9
2022/23,West Ham,Oscar Thomas,Midfielder,16,1008,21,2
2022/23,West Ham,Ben Martin,Midfielder,18,1656,6,9
2022/23,West Ham,Aaron Brown,Midfielder,19,1140,10,1
2022/23,West Ham,James Thomas,Defender,36,3384,2,4
2022/23,West Ham,Ben Young,Forward,35,2100,2,5
2022/23,West Ham,David Anderson,Forward,28,1708,17,11
2022/23,West Ham,David Hall,Forward,21,1617,13,8
2022/23,West Ham,Harry Scott,Midfielder,8,616,19,11
2022/23,West Ham,Liam Scott,Defender,12,876,2,9
2022/23,West Ham,Daniel Thompson,Forward,37,2923,17,7
2022/23,West Ham,Ryan Jackson,Defender,29,2378,23,0
2022/23,West Ham,James Jackson,Defender,23,2047,12,15
2022/23,West Ham,Ryan Clark,Forward,35,2870,7,13
2022/23,West Ham,James Scott,Forward,32,2080,11,12
2022/23,West Ham,Harry Lewis,Midfielder,8,744,25,5
2022/23,West Ham,Ryan Lewis,Forward,5,430,15,3
2022/23,Wolves,Ryan Martin,Midfielder,35,2310,12,1
2022/23,Wolves,Ben Young,Forward,19,1254,13,0
2022/23,Wolves,Aaron Martin,Defender,23,1978,12,4
2022/23,Wolves,Michael Johnson,Midfielder,13,1144,10,10
2022/23,Wolves,Chris Garcia,Defender,37,3515,19,7
2022/23,Wolves,David Walker,Forward,19,1501,16,8
2022/23,Wolves,Daniel Hall,Defender,16,1104,0,12
2022/23,Wolves,Aaron Martin,Midfielder,37,2516,20,10
2022/23,Wolves,Aaron Scott,Forward,32,2368,9,8
2022/23,Wolves,David Young,Midfielder,9,837,11,9
2022/23,Wolves,Ryan Scott,Defender,17,1156,21,9
2022/23,Wolves,John Allen,Forward,32,2976,1,13
2022/23,Wolves,James King,Defender,9,738,20,9
2022/23,Wolves,Jack Martin,Forward,29,2407,13,15
2022/23,Wolves,Mason Thompson,Midfielder,24,2064,5,15
2022/23,Wolves,Aaron Johnson,Defender,23,1955,19,4
2022/23,Wolves,Daniel Hall,Forward,32,3040,1,0
2022/23,Wolves,David Clark,Forward,17,1445,8,12
2023/24,Arsenal,Oscar Martin,Defender,17,1020,6,10
2023/24,Arsenal,Ben Harris,Defender,38,2698,11,0
2023/24,Arsenal,Alex Anderson,Defender,30,1800,5,4
2023/24,Arsenal,Harry Hall,Forward,27,1809,0,1
2023/24,Arsenal,Daniel Garcia,Defender,15,1290,4,12
2023/24,Arsenal,Harry Young,Defender,23,2093,5,8
2023/24,Arsenal,John Young,Midfielder,10,860,3,9
2023/24,Arsenal,Luke White,Defender,9,666,1,5
2023/24,Arsenal,Jack Anderson,Forward,18,1170,18,13
2023/24,Arsenal,Chris Hall,Defender,18,1080,24,8
2023/24,Arsenal,Daniel Smith,Midfielder,14,1106,22,1
2023/24,Arsenal,James Garcia,Forward,33,2607,25,15
2023/24,Arsenal,Ryan White,Forward,14,952,15,14
2023/24,Arsenal,James Harris,Forward,34,2380,22,7
2023/24,Arsenal,Michael Taylor,Defender,26,2106,17,12
2023/24,Arsenal,Leo Thompson,Midfielder,9,828,24,0
2023/24,Arsenal,Michael King,Forward,26,1924,24,14
2023/24,Arsenal,Mason Martin,Forward,11,792,17,15
2023/24,Aston Villa,David King,Defender,29,1943,14,13
2023/24,Aston Villa,Ryan White,Defender,11,968,10,2
2023/24,Aston Villa,James Jackson,Forward,19,1235,13,4
2023/24,Aston Villa,Daniel Johnson,Defender,12,816,6,8
2023/24,Aston Villa,Michael Lewis,Forward,34,3230,15,12
2023/24,Aston Villa,Noah Anderson,Forward,13,858,9,3
2023/24,Aston Villa,Leo Anderson,Forward,19,1159,25,7
2023/24,Aston Villa,Ryan Young,Forward,13,845,23,5
2023/24,Aston Villa,Liam Garcia,Forward,24,1872,12,14
2023/24,Aston Villa,Mason Hall,Midfielder,16,1456,22,7
2023/24,Aston Villa,Daniel Brown,Midfielder,23,1725,2,13
2023/24,Aston Villa,Mason White,Forward,12,852,3,8
2023/24,Aston Villa,Daniel Allen,Forward,11,770,13,8
2023/24,Aston Villa,Daniel King,Defender,19,1292,10,11
2023/24,Aston Villa,Mason Clark,Forward,37,2923,2,5
2023/24,Aston Villa,Michael Thompson,Forward,29,1972,3,15
2023/24,Aston Villa,Alex Garcia,Forward,11,770,25,9
2023/24,Aston Villa,Michael Thomas,Midfielder,23,2070,5,15
2023/24,Bournemouth,Ben Clark,Defender,18,1332,21,8
2023/24,Bournemouth,Michael King,Forward,17,1343,8,15
2023/24,Bournemouth,Oscar Walker,Defender,35,3185,23,1
2023/24,Bournemouth,Chris Walker,Defender,32,2848,20,10
2023/24,Bournemouth,John Young,Forward,14,966,14,0
2023/24,Bournemouth,Ben Thompson,Defender,22,1672,25,12
2023/24,Bournemouth,Chris Walker,Midfielder,11,880,12,9
2023/24,Bournemouth,Chris Scott,Midfielder,13,975,13,1
2023/24,Bournemouth,Ryan Smith,Midfielder,36,2160,16,7
2023/24,Bournemouth,Ryan Scott,Midfielder,7,609,4,13
2023/24,Bournemouth,Jack Garcia,Defender,34,2448,3,1
2023/24,Bournemouth,Leo Lewis,Defender,23,1633,4,5
2023/24,Bournemouth,Aaron Thompson,Forward,30,2670,23,1
2023/24,Bournemouth,Luke Thompson,Defender,30,2040,18,3
2023/24,Bournemouth,James Smith,Forward,35,2345,12,3
2023/24,Bournemouth,James Young,Defender,17,1054,4,13
2023/24,Bournemouth,James Garcia,Defender,31,2573,17,10
2023/24,Bournemouth,Liam Taylor,Midfielder,20,1220,7,12
2023/24,Brentford,Leo Jackson,Midfielder,32,2272,24,1
2023/24,Brentford,Luke Clark,Defender,29,1740,25,10
2023/24,Brentford,David Thompson,Midfielder,19,1748,5,4
2023/24,Brentford,Tom Allen,Midfielder,23,1587,6,1
2023/24,Brentford,Leo Hall,Midfielder,6,486,25,1
2023/24,Brentford,Tom Brown,Midfielder,7,476,18,5
2023/24,Brentford,John Scott,Forward,13,793,16,15
2023/24,Brentford,Alex Garcia,Forward,17,1054,17,4
2023/24,Brentford,Luke Walker,Forward,18,1458,5,11
2023/24,Brentford,Ben Thomas,Midfielder,37,3367,2,0
2023/24,Brentford,Harry Jackson,Defender,21,1428,25,2
2023/24,Brentford,Mason Garcia,Defender,13,1183,9,8
2023/24,Brentford,Chris King,Forward,32,2560,14,11
2023/24,Brentford,Jack Young,Midfielder,9,711,25,1
2023/24,Brentford,Noah Young,Forward,15,1125,14,9
2023/24,Brentford,Harry Garcia,Forward,27,2079,6,11
2023/24,Brentford,Michael Jackson,Midfielder,29,2059,19,11
2023/24,Brentford,Jack Taylor,Forward,31,1953,13,2
2023/24,Brighton,Alex Martin,Defender,25,2300,10,3
2023/24,Brighton,Noah Scott,Defender,27,2025,16,6
2023/24,Brighton,Ben Brown,Midfielder,35,3325,5,3
2023/24,Brighton,Luke Walker,Forward,6,480,12,5
2023/24,Brighton,Luke Martin,Defender,23,2024,12,10
2023/24,Brighton,John King,Defender,38,2356,14,14
2023/24,Brighton,Ben Harris,Forward,12,1140,23,4
2023/24,Brighton,Alex Anderson,Forward,33,2838,7,7
2023/24,Brighton,Jack Anderson,Forward,5,355,19,15
2023/24,Brighton,Chris Johnson,Midfielder,29,2494,19,1
2023/24,Brighton,James Lewis,Defender,9,567,1,14
2023/24,Brighton,Mason Thomas,Forward,24,2160,15,7
2023/24,Brighton,Noah Young,Midfielder,32,2816,13,13
2023/24,Brighton,Liam Walker,Defender,10,600,5,14
2023/24,Brighton,Alex Thomas,Midfielder,31,2666,22,14
2023/24,Brighton,John Thompson,Forward,37,3108,20,14
2023/24,Brighton,Daniel Thomas,Midfielder,21,1953,12,6
2023/24,Brighton,Ethan Hall,Midfielder,11,847,9,8
2023/24,Burnley,Michael Anderson,Defender,10,780,2,3
2023/24,Burnley,David Thomas,Forward,18,1692,16,0
2023/24,Burnley,John Harris,Midfielder,34,2108,5,15
2023/24,Burnley,Leo Anderson,Defender,19,1368,21,6
2023/24,Burnley,Oscar Hall,Defender,16,1376,0,6
2023/24,Burnley,Aaron Brown,Defender,8,704,17,3
2023/24,Burnley,Aaron Harris,Midfielder,33,2871,9,0
2023/24,Burnley,Luke White,Forward,19,1653,17,15
2023/24,Burnley,Ethan Walker,Defender,9,540,12,0
2023/24,Burnley,David Allen,Defender,5,435,18,5
2023/24,Burnley,Daniel Clark,Defender,29,2523,10,6
2023/24,Burnley,James Garcia,Forward,18,1260,8,2
2023/24,Burnley,John Harris,Forward,5,400,0,4
2023/24,Burnley,Daniel Anderson,Defender,37,2331,8,0
2023/24,Burnley,James Johnson,Midfielder,23,1725,9,13
2023/24,Burnley,Tom Thomas,Defender,16,1104,17,13
2023/24,Burnley,Alex Harris,Forward,11,792,9,0
2023/24,Burnley,Noah Walker,Defender,34,2176,20,1
2023/24,Chelsea,Liam Martin,Midfielder,5,370,4,12
2023/24,Chelsea,John Garcia,Forward,24,2040,14,0
2023/24,Chelsea,Tom Johnson,Forward,38,2470,24,10
2023/24,Chelsea,Luke Martin,Midfielder,24,2016,11,8
2023/24,Chelsea,Luke Anderson,Defender,27,2133,3,13
2023/24,Chelsea,Tom Anderson,Forward,32,1920,11,1
2023/24,Chelsea,Jack Taylor,Midfielder,19,1767,19,9
2023/24,Chelsea,Harry Walker,Forward,15,1080,13,13
2023/24,Chelsea,Luke Clark,Defender,25,1775,15,2
2023/24,Chelsea,Ben Young,Defender,17,1326,22,13
2023/24,Chelsea,Ben Lewis,Defender,22,1870,19,1
2023/24,Chelsea,James Brown,Defender,13,1196,11,14
2023/24,Chelsea,Tom Scott,Defender,24,1800,16,6
2023/24,Chelsea,Luke Allen,Defender,32,2592,5,0
2023/24,Chelsea,Oscar Garcia,Midfielder,26,1638,16,10
2023/24,Chelsea,Alex Taylor,Defender,24,1512,7,5
2023/24,Chelsea,John Allen,Defender,15,1305,10,1
2023/24,Chelsea,Aaron Brown,Forward,10,710,19,4
2023/24,Crystal Palace,Aaron Brown,Defender,18,1224,23,4
2023/24,Crystal Palace,John Martin,Forward,9,648,5,15
2023/24,Crystal Palace,John Lewis,Forward,33,3036,20,2
2023/24,Crystal Palace,Alex Martin,Midfielder,24,2256,13,7
2023/24,Crystal Palace,Leo Brown,Midfielder,21,1344,9,10
2023/24,Crystal Palace,Tom Smith,Defender,6,570,23,1
2023/24,Crystal Palace,Noah Thomas,Defender,8,624,12,8
2023/24,Crystal Palace,Jack Scott,Forward,21,1428,5,1
2023/24,Crystal Palace,David Harris,Forward,25,2025,6,1
2023/24,Crystal Palace,Mason Taylor,Forward,14,1204,1,1
2023/24,Crystal Palace,Tom Harris,Forward,22,1408,10,6
2023/24,Crystal Palace,Michael Anderson,Midfielder,20,1600,1,3
2023/24,Crystal Palace,Daniel Garcia,Forward,32,2208,16,15
2023/24,Crystal Palace,Alex Thomas,Forward,27,1647,12,3
2023/24,Crystal Palace,Luke Walker,Forward,21,1701,16,10
2023/24,Crystal Palace,Ryan Jackson,Forward,23,2093,14,6
2023/24,Crystal Palace,Luke Walker,Midfielder,5,475,7,11
2023/24,Crystal Palace,David Allen,Midfielder,16,1312,0,10
2023/24,Everton,Ryan Taylor,Forward,9,738,19,8
2023/24,Everton,Noah Garcia,Forward,7,518,9,4
2023/24,Everton,Ryan Hall,Midfielder,36,3348,10,5
2023/24,Everton,Harry Martin,Defender,23,1403,20,6
2023/24,Everton,Noah Hall,Forward,7,553,0,4
2023/24,Everton,Liam Young,Defender,24,1536,2,4
2023/24,Everton,Mason Walker,Forward,14,966,17,3
2023/24,Everton,Michael Anderson,Midfielder,15,1260,7,5
2023/24,Everton,Leo King,Midfielder,16,1024,25,12
2023/24,Everton,Noah Smith,Midfielder,24,2016,15,9
2023/24,Everton,David Harris,Forward,25,2125,17,5
2023/24,Everton,Liam Clark,Midfielder,19,1235,9,6
2023/24,Everton,Ethan White,Forward,28,1960,14,7
2023/24,Everton,Noah Harris,Defender,30,2220,9,14
2023/24,Everton,Ethan Smith,Midfielder,10,720,3,12
2023/24,Everton,John Walker,Midfielder,38,2318,2,11
2023/24,Everton,Ethan Jackson,Midfielder,25,1800,3,14
2023/24,Everton,Michael Scott,Defender,33,2706,15,8
2023/24,Fulham,John Garcia,Midfielder,37,2331,15,0
2023/24,Fulham,Alex Clark,Defender,13,910,25,12
2023/24,Fulham,Oscar Allen,Midfielder,29,2523,5,5
2023/24,Fulham,Ryan Lewis,Midfielder,21,1911,17,15
2023/24,Fulham,Luke Taylor,Defender,28,1876,0,1
2023/24,Fulham,David Smith,Forward,16,1056,9,9
2023/24,Fulham,James Scott,Defender,29,2378,18,13
2023/24,Fulham,Liam King,Forward,37,2331,13,12
2023/24,Fulham,James Jackson,Midfielder,20,1420,3,14
2023/24,Fulham,Aaron Walker,Defender,16,1008,17,0
2023/24,Fulham,Michael Thompson,Forward,29,2146,16,5
2023/24,Fulham,Michael King,Defender,10,680,0,1
2023/24,Fulham,Chris Martin,Midfielder,32,2496,12,4
2023/24,Fulham,Ethan Martin,Midfielder,10,630,15,9
2023/24,Fulham,Chris Martin,Forward,12,1032,3,8
2023/24,Fulham,Luke Scott,Defender,33,2475,24,0
2023/24,Fulham,Liam White,Midfielder,17,1564,17,13
2023/24,Fulham,Leo Allen,Defender,26,1742,12,2
2023/24,Leicester,Leo Walker,Midfielder,17,1309,24,9
2023/24,Leicester,Daniel Thompson,Defender,14,1162,11,15
2023/24,Leicester,Oscar Garcia,Forward,21,1575,25,11
2023/24,Leicester,Chris Smith,Defender,17,1275,11,4
2023/24,Leicester,Michael Allen,Midfielder,32,2112,18,10
2023/24,Leicester,Chris Walker,Midfielder,27,2106,5,9
2023/24,Leicester,Alex Martin,Forward,5,475,1,14
2023/24,Leicester,Alex Martin,Forward,15,1365,13,0
2023/24,Leicester,Oscar Allen,Midfielder,31,2294,25,13
2023/24,Leicester,Liam Johnson,Forward,25,1750,16,4
2023/24,Leicester,Mason Lewis,Defender,19,1501,9,6
2023/24,Leicester,Tom Johnson,Defender,17,1428,25,12
2023/24,Leicester,Noah Taylor,Midfielder,6,504,19,3
2023/24,Leicester,Mason Smith,Defender,16,1056,19,14
2023/24,Leicester,Ben Young,Defender,15,1320,2,7
2023/24,Leicester,Ben Brown,Midfielder,24,1608,8,13
2023/24,Leicester,Daniel King,Midfielder,16,1200,8,3
2023/24,Leicester,Noah Thompson,Forward,9,684,12,8
2023/24,Liverpool,James Lewis,Defender,37,3404,0,12
2023/24,Liverpool,Harry Anderson,Forward,33,2739,14,14
2023/24,Liverpool,Chris Jackson,Forward,23,2024,1,8
2023/24,Liverpool,Aaron Lewis,Forward,14,1106,7,10
2023/24,Liverpool,Oscar Allen,Midfielder,35,2450,2,9
2023/24,Liverpool,David Brown,Midfielder,20,1320,4,0
2023/24,Liverpool,Chris White,Forward,11,759,24,10
2023/24,Liverpool,Luke Walker,Forward,33,3069,8,8
2023/24,Liverpool,Mason Clark,Midfielder,24,1584,13,0
2023/24,Liverpool,Ben Hall,Defender,5,405,17,0
2023/24,Liverpool,Ryan Brown,Forward,33,2178,4,15
2023/24,Liverpool,Ben Martin,Forward,31,2449,7,14
2023/24,Liverpool,Alex Johnson,Forward,36,2628,12,8
2023/24,Liverpool,Michael Brown,Defender,7,581,8,8
2023/24,Liverpool,Ethan Harris,Forward,22,2024,23,5
2023/24,Liverpool,Mason Clark,Midfielder,23,2116,10,12
2023/24,Liverpool,Mason King,Midfielder,33,2211,21,14
2023/24,Liverpool,Ethan Clark,Forward,6,552,10,10
2023/24,Man City,John Taylor,Defender,5,430,9,13
2023/24,Man City,Oscar Walker,Forward,14,1330,17,2
2023/24,Man City,Aaron White,Defender,8,560,23,0
2023/24,Man City,Chris Harris,Forward,27,1755,7,8
2023/24,Man City,Jack Young,Defender,29,2755,5,4
2023/24,Man City,Ben Walker,Defender,32,2912,23,14
2023/24,Man City,Alex Johnson,Forward,35,2205,16,4
2023/24,Man City,Tom Anderson,Midfielder,13,1196,19,9
2023/24,Man City,Ethan Clark,Defender,10,620,4,3
2023/24,Man City,Liam Thompson,Forward,17,1258,25,5
2023/24,Man City,Harry Thompson,Defender,25,2050,19,9
2023/24,Man City,Ben Anderson,Forward,32,1920,21,2
2023/24,Man City,Aaron Brown,Forward,26,2470,0,0
2023/24,Man City,Oscar Harris,Forward,5,385,18,7
2023/24,Man City,Luke King,Forward,5,365,6,6
2023/24,Man City,Ethan Anderson,Defender,19,1558,15,13
